Ob_ID,X,Y,2013 Yield,2014 Yield,2016 Yield,3 Yr Average Yield,Deep EC,Shallow EC,Average EC,Elevation,Slope,2016 Spring SM,2016 Fall SM,2016 Average SM,2017 Spring SM,2018 Spring SM,2019 Spring SM,(aSM-wp)/(fc-wp),Change in SM,Average Spring SM 2016-2019,PCA1,Log10_Yld16,Log_avEC,LogSlope,logElevation,SqrtYld16,16Yld^2
93,435710.1,4718132,5.395561,3.212751,6.076697,4.895003,9.702996,13.99864,11.85082,1712.043,4.233514,37.74766,8.736307,18.38963,37.9532,21.51265,37.6454,0.2396445,29.01135,24.37902,-2.948227,0.7836676,1.073748,0.626701,3.233515,2.465096,36.92625
94,435715.1,4718132,5.77678,3.545385,7.717398,5.679854,11.34354,15.51299,13.42826,1711.949,4.129399,37.67117,8.734362,18.23872,37.63579,21.51472,37.52166,0.2336426,28.93681,24.28005,-1.985109,0.8874709,1.12802,0.6158868,3.233491,2.778021,59.55823
95,435720.1,4718132,5.654087,4.007541,8.884829,6.182152,13.41312,16.90778,15.16045,1711.833,4.019776,37.5991,8.79918,18.23527,37.3376,21.51926,37.35784,0.2333332,28.79992,24.18751,-1.24511,0.9486491,1.180712,0.6042019,3.233461,2.980743,78.94019
96,435725.1,4718132,5.914943,4.260909,9.580719,6.585524,15.2894,18.7911,17.04025,1711.796,3.909874,37.52918,8.82463,18.24325,37.05026,21.52572,37.13974,0.2331023,28.70455,24.09865,-0.7598552,0.9813981,1.231476,0.5921628,3.233452,3.095274,91.79018
97,435730.1,4718132,5.811211,4.571419,7.902806,6.095145,16.89031,20.48822,18.68926,1711.782,3.807589,37.4612,8.887613,18.24208,36.79242,21.51955,36.85132,0.2322672,28.57359,24.01453,-1.490498,0.8977813,1.271592,0.5806501,3.233448,2.811193,62.45434
98,435735,4718132,5.694742,4.75579,7.692846,6.047793,18.44402,22.71676,20.58039,1711.786,3.727385,37.39482,8.945861,18.24119,36.56268,21.51907,36.4814,0.2311086,28.44896,23.93933,-1.48502,0.886087,1.313454,0.5714043,3.233449,2.773598,59.17988
99,435740,4718132,5.174087,4.87707,7.315586,5.788914,20.0788,24.44959,22.2642,1711.792,3.684092,37.33542,8.999878,18.24062,36.35565,21.51139,36.07225,0.2300243,28.33554,23.86975,-1.587725,0.8642491,1.347607,0.5663305,3.233451,2.704734,53.5178
100,435745,4718132,5.02955,4.832522,7.858807,5.90696,21.98957,25.69683,23.8432,1711.809,3.704828,37.30031,9.045904,18.24043,36.19984,21.49238,35.7588,0.2291855,28.25441,23.81695,-1.259332,0.8953566,1.377365,0.5687681,3.233455,2.803356,61.76085
101,435750,4718132,5.110459,4.842242,8.336249,6.096317,22.94729,26.22789,24.58759,1711.821,3.811585,37.28054,9.092317,18.30344,36.12448,21.45411,35.62196,0.2308485,28.18822,23.78335,-1.03195,0.9209707,1.390716,0.5811056,3.233458,2.887256,69.49305
102,435755,4718132,5.27857,4.864656,8.598272,6.247166,22.71907,25.52433,24.1217,1711.808,4.00664,37.2571,8.793562,18.07117,36.11631,21.41719,35.79119,0.2217095,28.46354,23.76665,-0.9920336,0.9344112,1.382408,0.6027803,3.233455,2.932281,73.93028
103,435760,4718132,6.008157,4.846585,8.69952,6.518087,22.10962,24.44089,23.27526,1711.743,4.259943,37.22846,9.092615,18.25726,36.13583,21.36729,36.22668,0.2305416,28.13584,23.75279,-1.056643,0.9394953,1.366895,0.6294038,3.233439,2.949495,75.68165
104,435765,4718132,6.774696,4.863405,8.737925,6.792009,21.0206,22.75875,21.88968,1711.671,4.567058,37.1714,9.093751,18.2578,36.16956,21.31,36.3038,0.2322803,28.07765,23.73382,-1.194949,0.9414083,1.340239,0.6596365,3.23342,2.955998,76.35133
105,435769.9,4718132,7.458915,4.710428,8.982218,7.05052,19.85387,20.71943,20.28665,1711.542,4.891806,37.10947,9.086301,18.25864,36.23331,21.24985,36.62181,0.2333383,28.02317,23.72065,-1.2287,0.9533836,1.30721,0.6894692,3.233388,2.997035,80.68024
106,435774.9,4718132,8.053679,4.52692,8.838386,7.139662,18.47234,18.52264,18.49749,1711.45,5.234486,37.04166,8.876809,18.31043,36.373,21.18556,36.87411,0.2364414,28.16485,23.72398,-1.484053,0.946373,1.267113,0.718874,3.233364,2.972942,78.11707
107,435779.9,4718132,8.408549,4.212911,8.673173,7.098211,17.13122,16.40461,16.76792,1711.321,5.579099,36.97673,8.854702,18.31771,36.54929,21.10855,37.37638,0.2379254,28.12203,23.73347,-1.737327,0.938178,1.224479,0.7465641,3.233331,2.945025,75.22393
108,435784.9,4718132,8.414479,4.022362,8.090557,6.842466,16.04138,14.89997,15.47067,1711.254,5.918407,36.92176,8.826444,18.32531,36.68569,21.0278,37.2254,0.2373971,28.09532,23.73398,-2.198803,0.9079784,1.189509,0.7722048,3.233314,2.84439,65.45711
109,435789.9,4718132,8.287419,3.532565,7.60157,6.473851,14.79856,13.5646,14.18158,1711.157,6.240128,36.90584,8.792841,18.33322,36.75103,20.95407,37.36284,0.2387495,28.113,23.72865,-2.596942,0.8809033,1.151725,0.7951935,3.23329,2.757094,57.78387
110,435794.9,4718132,8.012591,3.31555,6.780546,6.036229,13.73156,12.35223,13.0419,1711.085,6.534989,36.91337,8.75504,18.34147,36.77445,20.88494,37.47482,0.2397856,28.15833,23.71951,-3.152976,0.8312647,1.115341,0.8152449,3.233272,2.603948,45.9758
111,435490.7,4718126,2.295683,1.278559,3.023654,2.199299,9.844227,10.38608,10.11515,1707.907,2.733391,39.72408,9.110638,18.88248,36.87652,22.33298,39.39364,0.2253407,30.61344,24.81084,-2.742032,0.4805321,1.004972,0.4367018,3.232464,1.738866,9.142484
112,435495.7,4718126,2.301197,1.298976,3.031237,2.21047,9.909818,10.46224,10.18603,1707.937,2.784883,39.71227,9.489091,19.06575,36.87758,22.34112,39.3985,0.2321639,30.22318,24.81016,-2.764182,0.4816199,1.008005,0.444807,3.232472,1.741045,9.188398
113,435500.6,4718126,2.394699,1.358348,4.156145,2.636397,9.984998,10.49937,10.24218,1707.779,2.836065,39.72049,9.499834,19.06274,36.83326,22.35045,39.40381,0.2321664,30.22066,24.80344,-2.167702,0.6186907,1.010392,0.4527162,3.232432,2.038663,17.27354
114,435505.6,4718126,2.387959,1.393108,4.658567,2.813211,10.03985,10.53397,10.28691,1707.928,2.885843,39.73556,9.524754,18.96021,36.799,22.33578,39.40935,0.2286029,30.21081,24.79494,-1.976487,0.6682523,1.012285,0.4602727,3.23247,2.158371,21.70225
115,435510.6,4718126,2.444809,1.471292,5.651399,3.189167,9.988205,10.39163,10.18992,1707.927,2.938922,39.74858,9.53636,18.95765,36.78966,22.28837,39.41488,0.2286825,30.21222,24.78398,-1.500747,0.752156,1.008171,0.4681881,3.232469,2.377267,31.93831
116,435515.6,4718126,2.483828,1.565531,5.849105,3.299488,10.16802,10.55284,10.36043,1708.003,2.990621,39.75939,9.547846,18.95474,36.77679,22.24172,39.44856,0.2299096,30.21154,24.77204,-1.43663,0.7670894,1.015378,0.4757614,3.232489,2.418492,34.21203
117,435520.6,4718126,2.475259,1.618629,6.185702,3.42653,10.59741,11.09527,10.84634,1708.116,2.919212,39.76699,9.558663,18.95145,36.76289,22.20177,39.45314,0.2300116,30.20833,24.76045,-1.252066,0.791389,1.035283,0.4652656,3.232517,2.487107,38.26291
118,435525.6,4718126,2.578387,1.636809,5.902842,3.372679,10.80733,11.19174,10.99953,1708.197,2.97305,39.77174,9.56953,18.94776,36.74641,22.20045,39.45683,0.2299342,30.20221,24.75716,-1.433174,0.7710612,1.041374,0.4732022,3.232538,2.429577,34.84354
119,435530.6,4718126,2.534019,1.883866,6.424375,3.614087,10.98457,11.53789,11.26123,1708.312,3.023732,39.77215,9.649211,18.9319,36.73663,22.2299,39.45937,0.2291582,30.12294,24.76216,-1.213211,0.8078309,1.051586,0.4805433,3.232567,2.534635,41.27259
120,435535.6,4718126,2.849513,1.985014,6.848835,3.894454,11.16983,11.91543,11.54263,1708.399,3.312082,39.80826,9.659455,18.92678,36.74457,22.25873,39.46064,0.2288055,30.1488,24.78035,-1.125545,0.8356167,1.062305,0.5201011,3.232589,2.617028,46.90654
121,435540.5,4718126,3.493411,2.044582,6.763766,4.100586,11.30385,12.32804,11.81594,1708.518,3.138599,39.83471,9.668952,18.92118,36.75138,22.28618,39.71862,0.2277454,30.16576,24.79589,-1.124616,0.8301886,1.072468,0.4967358,3.23262,2.600724,45.74853
122,435545.5,4718126,3.7498,2.207224,6.77793,4.244985,11.46015,12.5441,12.00212,1708.594,3.175455,39.86097,9.677886,18.91511,36.74764,22.31245,39.71736,0.2277136,30.18308,24.80806,-1.146529,0.8310971,1.079258,0.501806,3.232639,2.603446,45.94034
123,435550.5,4718126,4.164837,2.316851,6.772337,4.418008,11.81195,12.97901,12.39548,1708.697,3.208635,39.85219,9.598572,18.82398,36.73364,22.33702,39.71525,0.2248407,30.25362,24.80848,-1.176128,0.8307386,1.093263,0.5063203,3.232665,2.602371,45.86455
124,435555.5,4718126,4.404993,2.271933,7.000592,4.559173,12.27421,13.44302,12.85862,1708.759,3.238699,39.84681,9.60571,18.81681,36.731,22.35928,39.71252,0.225176,30.2411,24.81202,-1.07144,0.8451348,1.109194,0.5103706,3.232681,2.645863,49.00829
125,435560.5,4718126,5.369395,2.354999,7.267622,4.997339,12.68459,13.77,13.22729,1708.823,3.266347,39.81993,9.48141,18.81497,36.72748,22.36108,39.70931,0.225746,30.33852,24.80484,-0.9509275,0.8613923,1.121471,0.5140623,3.232697,2.695853,52.81833
126,435565.5,4718126,5.956978,2.481706,7.162004,5.200229,13.03953,14.24387,13.6417,1708.857,3.292391,39.783,9.486646,18.80626,36.71785,22.32077,39.49065,0.2287985,30.29635,24.78183,-1.006645,0.8550346,1.134868,0.5175114,3.232706,2.676192,51.2943
127,435570.5,4718126,6.857107,2.619303,8.070795,5.849068,13.54938,14.77656,14.16297,1708.904,3.317711,39.74028,9.486572,18.79709,36.69351,22.28555,39.48648,0.2292165,30.25371,24.75625,-0.5502149,0.9069163,1.151154,0.5208386,3.232718,2.840914,65.13773
128,435575.4,4718126,7.258319,2.777708,7.974002,6.003343,14.06885,15.43744,14.75314,1708.938,3.342707,39.68488,9.478801,18.7875,36.62676,22.25585,39.48133,0.2296656,30.20608,24.71828,-0.5935284,0.9016763,1.168884,0.5240983,3.232726,2.823828,63.58471
129,435580.4,4718126,7.919796,2.961657,7.968683,6.283379,14.58528,16.09505,15.34016,1709.006,3.369299,39.61838,9.463449,18.77753,36.53665,22.25204,39.47456,0.2300511,30.15493,24.67817,-0.6016558,0.9013866,1.18583,0.5275396,3.232744,2.822886,63.49991
130,435585.4,4718126,8.263342,3.082163,7.866176,6.403894,15.41944,16.91692,16.16818,1709.058,3.387845,39.54468,9.441007,18.7672,36.47663,22.26412,38.78579,0.228791,30.10367,24.64694,-0.6404938,0.8957637,1.208661,0.5299235,3.232757,2.80467,61.87672
131,435590.4,4718126,8.209541,3.023719,7.745823,6.326361,15.99578,17.64071,16.81824,1709.119,3.425923,39.47676,9.411269,18.75657,36.4587,22.2819,38.7759,0.2289672,30.06549,24.6299,-0.7062637,0.8890676,1.225781,0.5347776,3.232772,2.783132,59.99777
132,435595.4,4718126,7.750137,2.91168,7.68957,6.117129,17.00144,18.99588,17.99866,1709.166,3.467587,39.41765,9.374251,18.74565,36.43242,22.28507,38.76269,0.2291472,30.0434,24.60932,-0.7141719,0.8859021,1.25524,0.5400274,3.232784,2.773007,59.12949
133,435600.4,4718126,6.57426,2.575533,7.481481,5.543758,18.30541,20.84076,19.57308,1709.236,3.513413,39.36931,9.330359,18.73447,36.38779,22.2737,38.74574,0.2293628,30.03895,24.58327,-0.7901551,0.8739876,1.291659,0.5457292,3.232802,2.73523,55.97256
134,435605.4,4718126,5.973733,2.201091,7.170188,5.115004,19.99778,23.22651,21.61214,1709.288,3.563811,39.31851,9.279957,18.72305,36.3598,22.26529,38.72515,0.2295378,30.03855,24.56155,-0.8945932,0.8555305,1.334698,0.5519147,3.232815,2.677721,51.4116
135,435610.4,4718126,5.743345,1.861885,7.520001,5.041744,21.14501,24.88698,23.016,1709.373,3.553163,39.26077,9.065679,18.607,36.368,22.26458,38.45552,0.2256015,30.19509,24.54906,-0.6792549,0.8762179,1.36203,0.5506151,3.232837,2.742262,56.55042
136,435615.3,4718126,5.698416,1.676999,7.191717,4.855711,22.09854,26.15827,24.12841,1709.434,3.610506,39.20086,9.006677,18.59596,36.41292,22.25703,38.96352,0.2207631,30.19418,24.5438,-0.8374473,0.8568326,1.382529,0.5575681,3.232852,2.681738,51.72079
137,435620.3,4718126,5.477211,1.673644,6.372727,4.507861,22.03649,26.43998,24.23823,1709.543,3.673473,39.13803,8.960028,18.6637,36.49377,22.24246,38.93817,0.2238309,30.178,24.54478,-1.302487,0.8043253,1.384501,0.5650769,3.23288,2.524426,40.61165
138,435625.3,4718126,5.38566,1.710912,6.867924,4.654832,22.1483,26.45341,24.30085,1709.625,3.758989,39.07934,8.888408,18.65279,36.61607,22.20697,38.91757,0.2239152,30.19093,24.55189,-1.108064,0.8368255,1.385621,0.5750711,3.232901,2.620672,47.16838
139,435630.3,4718126,5.112381,2.130215,5.763611,4.335402,21.16152,25.07496,23.11824,1709.776,4.002362,39.03354,8.812034,18.64162,36.78517,22.15593,38.90455,0.2238037,30.22151,24.57,-1.855207,0.7606947,1.363955,0.6023164,3.232939,2.400752,33.21921
140,435635.3,4718126,4.524724,2.498973,5.141109,4.054935,20.27494,24.044,22.15947,1709.927,4.071094,38.99796,8.733867,18.6302,37.02291,22.09599,38.90066,0.2239368,30.26409,24.60553,-2.281919,0.7110568,1.345559,0.6097111,3.232978,2.267401,26.431
141,435640.3,4718126,2.890661,3.365174,4.54137,3.599068,19.27068,23.31779,21.29424,1710.543,4.149149,38.9605,8.638411,18.60125,37.34193,22.03226,38.90561,0.2233802,30.32209,24.65992,-2.835596,0.6571869,1.328262,0.617959,3.233134,2.131049,20.62404
142,435645.3,4718126,3.034789,3.094116,4.6625,3.597135,14.96699,18.50507,16.73603,1710.807,4.223742,38.91475,8.561781,18.58865,37.70367,21.96096,39.06715,0.2233915,30.35297,24.72182,-3.07821,0.6686188,1.223652,0.6256974,3.233201,2.159282,21.73891
143,435650.3,4718126,3.259818,3.071724,5.27127,3.867604,13.33146,16.22476,14.77811,1711.108,4.309246,38.85675,8.487182,18.57601,38.05538,21.90132,39.08224,0.2236111,30.36957,24.78042,-2.978717,0.7219153,1.169619,0.6344013,3.233277,2.295925,27.78629
144,435655.2,4718126,3.126543,3.288217,4.876803,3.763854,12.91324,15.78394,14.34859,1711.268,4.383209,38.79794,8.475221,18.49598,38.39653,21.84291,38.92752,0.2280527,30.32272,24.83761,-3.272516,0.6881352,1.156809,0.6417922,3.233318,2.208348,23.78321
145,435660.2,4718126,3.25709,3.318931,4.684311,3.753444,10.90592,14.3412,12.62356,1711.492,4.455401,38.73822,8.409375,18.48439,38.74681,21.78292,38.94292,0.2283916,30.32884,24.89549,-3.5386,0.6706457,1.101182,0.6488868,3.233375,2.164327,21.94277
146,435665.2,4718126,3.261464,3.308228,4.666557,3.745416,7.544834,12.56916,10.057,1711.628,4.520119,38.67595,8.351984,18.47311,39.107,21.71763,38.72239,0.2277477,30.32397,24.95391,-3.723595,0.6689966,1.002468,0.6551499,3.233409,2.160222,21.77675
147,435670.2,4718126,3.096528,3.343956,4.439463,3.626649,6.869423,12.37656,9.622991,1711.819,4.572086,38.60839,8.306586,18.46231,39.43083,21.63647,38.73609,0.228593,30.3018,24.99803,-3.933933,0.6473304,0.9833101,0.6601144,3.233458,2.107003,19.70883
148,435675.2,4718126,2.92246,3.283876,4.34147,3.515935,6.444086,12.22302,9.333553,1711.946,4.605364,38.49537,8.276883,18.45216,39.66268,21.56385,38.50056,0.2313639,30.21849,25.00928,-4.046622,0.6376368,0.970047,0.663264,3.23349,2.083619,18.84836
149,435680.2,4718126,2.858964,3.227098,4.791783,3.625948,5.131215,11.13876,8.134987,1712.111,4.667798,38.36701,8.376356,18.52247,39.70805,21.50752,38.50958,0.2362596,29.99065,24.97471,-3.944771,0.6804971,0.9103569,0.6691121,3.233532,2.189014,22.96118
150,435685.2,4718126,2.840269,3.150071,4.903817,3.631386,4.693556,11.05386,7.873708,1712.196,4.62508,38.20853,8.385426,18.51401,39.57396,21.47576,38.5073,0.2383131,29.8231,24.89374,-3.908274,0.6905343,0.8961793,0.6651192,3.233553,2.214456,24.04742
151,435690.2,4718126,3.381771,3.035815,5.012639,3.810075,4.591008,10.91479,7.752899,1712.265,4.594682,38.08278,8.414582,18.50649,39.32406,21.46013,38.48991,0.2386828,29.6682,24.79585,-3.867385,0.7000664,0.8894641,0.6622555,3.233571,2.238892,25.12655
152,435695.1,4718126,3.744365,2.945418,4.984467,3.891417,5.056901,10.84115,7.949026,1712.274,4.538934,37.98226,8.457845,18.49986,39.02844,21.45822,38.36644,0.239822,29.52441,24.69574,-3.854127,0.6976187,0.9003139,0.6569539,3.233573,2.232592,24.84491
153,435700.1,4718126,4.272862,2.856067,5.039633,4.056187,6.499035,11.88271,9.190872,1712.225,4.459543,37.89161,8.515979,18.39771,38.69985,21.46591,38.31069,0.2357966,29.37563,24.59243,-3.727434,0.7023989,0.9633567,0.6492904,3.233561,2.244913,25.3979
154,435705.1,4718126,4.775579,2.959025,5.112586,4.282397,8.839823,13.29379,11.06681,1712.161,4.361545,37.80959,8.579661,18.39242,38.35267,21.47174,37.7696,0.2398578,29.22993,24.4855,-3.552818,0.7086406,1.044022,0.6396404,3.233545,2.261103,26.13854
155,435710.1,4718126,5.353279,3.208679,5.948,4.836653,9.845757,14.14672,11.99624,1712.042,4.248453,37.73181,8.588212,18.24227,38.01471,21.47242,37.66006,0.2339144,29.1436,24.38074,-3.012353,0.774371,1.079045,0.6282308,3.233514,2.438852,35.3787
156,435715.1,4718126,5.646906,3.53551,7.592313,5.591576,11.53927,15.64921,13.59424,1711.947,4.123072,37.65469,8.660873,18.23856,37.67773,21.47749,37.51877,0.233712,28.99382,24.27731,-2.037949,0.8803741,1.133355,0.6152209,3.23349,2.755415,57.64322
157,435720.1,4718126,5.700618,4.004125,9.284001,6.329581,13.36883,16.96767,15.16825,1711.833,3.987935,37.58235,8.734514,18.23503,37.36406,21.48345,37.33189,0.233137,28.84784,24.18101,-1.03123,0.9677352,1.180935,0.6007481,3.233461,3.046966,86.19267
158,435725.1,4718126,6.035343,4.27001,9.385463,6.563605,14.98071,18.62748,16.8041,1711.796,3.846138,37.51205,8.771874,18.24233,37.06183,21.48826,37.07897,0.2327676,28.74018,24.08774,-0.8435575,0.9724557,1.225415,0.5850249,3.233452,3.06357,88.08692
159,435730.1,4718126,5.86157,4.588311,7.959931,6.136604,16.40335,20.032,18.21767,1711.782,3.700268,37.44338,8.843931,18.24109,36.78974,21.49752,36.73212,0.2317126,28.59945,24.00354,-1.440159,0.9009093,1.260493,0.5682332,3.233448,2.821335,63.3605
160,435735,4718126,5.670507,4.76262,7.570809,6.001312,18.23071,22.31429,20.2725,1711.786,3.568986,37.37611,8.911511,18.24008,36.54501,21.50152,36.2841,0.230672,28.4646,23.9252,-1.498031,0.8791423,1.306907,0.5525448,3.233449,2.75151,57.31715
161,435740,4718126,5.153095,4.872774,7.372645,5.799505,19.83803,24.18094,22.00948,1711.793,3.464987,37.30658,8.975007,18.23936,36.32464,21.50423,35.72909,0.2289822,28.33157,23.85262,-1.484857,0.8676233,1.34261,0.5397016,3.233451,2.715261,54.35589
162,435745,4718126,5.005466,4.833124,7.737454,5.858681,21.79256,25.81473,23.80365,1711.81,3.434751,37.25755,9.029155,18.23904,36.1538,21.49976,34.93955,0.225124,28.2284,23.79538,-1.217266,0.8885981,1.376644,0.5358953,3.233456,2.781628,59.86819
163,435750,4718126,5.073005,4.843958,8.456669,6.124544,22.95183,26.7097,24.83076,1711.821,3.526911,37.23641,9.069155,18.23924,36.0708,21.46864,34.58488,0.2229661,28.16725,23.76112,-0.8499275,0.9271993,1.39499,0.5473945,3.233458,2.908035,71.51525
164,435755,4718126,5.248988,4.865399,8.76005,6.291479,23.36072,26.71026,25.03549,1711.807,3.773434,37.2119,9.072807,18.25547,36.06356,21.40721,35.21738,0.2267355,28.13909,23.73857,-0.7801189,0.9425066,1.398556,0.5767368,3.233455,2.959738,76.73848
165,435760,4718126,5.963461,4.848413,8.665335,6.492403,23.03093,25.85789,24.44441,1711.737,4.084863,37.18032,9.083413,18.25573,36.08163,21.33463,35.88,0.2289997,28.09691,23.71834,-0.9536568,0.9377854,1.38818,0.6111775,3.233437,2.943694,75.08803
166,435765,4718126,6.728105,4.8637,8.656675,6.749493,21.93285,23.94831,22.94058,1711.668,4.441501,37.11996,9.083926,18.25631,36.13118,21.26573,36.45872,0.2310413,28.03603,23.69992,-1.140945,0.9373511,1.360604,0.6475298,3.23342,2.942223,74.93802
167,435769.9,4718126,7.538316,4.719368,8.987512,7.081732,20.47761,21.52984,21.00372,1711.539,4.806982,37.06048,9.076038,18.25715,36.22336,21.20132,36.53641,0.2328876,27.98444,23.69358,-1.161294,0.9536395,1.322296,0.6818725,3.233387,2.997918,80.77537
168,435774.9,4718126,8.112364,4.541307,9.019976,7.224549,18.36181,18.35874,18.36028,1711.447,5.186224,36.98764,8.879745,18.30824,36.39625,21.12704,37.11977,0.2364041,28.10789,23.70127,-1.378747,0.9552054,1.263879,0.7148513,3.233363,3.003327,81.35997
169,435779.9,4718126,8.418889,4.219298,8.723404,7.12053,16.65078,15.66444,16.15761,1711.321,5.567544,36.93972,8.856145,18.31581,36.58578,21.04847,37.35567,0.2380579,28.08358,23.71836,-1.733727,0.940686,1.208377,0.7456637,3.233331,2.953541,76.09778
170,435784.9,4718126,8.409969,4.014867,8.092277,6.839038,15.20252,13.64735,14.42493,1711.254,5.943494,36.89889,8.826051,18.32367,36.71306,20.97101,37.24855,0.2380102,28.07284,23.72109,-2.252625,0.9080707,1.159114,0.7740418,3.233314,2.844693,65.48495
171,435789.9,4718126,8.294841,3.527615,7.559447,6.460634,14.35416,12.68128,13.51772,1711.156,6.308808,36.87579,8.789988,18.33181,36.75232,20.89575,37.42017,0.2403298,28.0858,23.70716,-2.673138,0.87849,1.130903,0.7999473,3.23329,2.749445,57.14524
172,435794.9,4718126,8.052802,3.310778,6.930832,6.098137,13.33864,11.68681,12.51272,1711.084,6.652873,36.89258,8.748994,18.34026,36.79425,20.82914,37.5752,0.2429026,28.14359,23.70572,-3.145601,0.8407854,1.097352,0.8230092,3.233271,2.632647,48.03643
173,435799.9,4718126,7.846096,3.153589,6.581573,5.860419,12.57986,10.96307,11.77146,1710.977,6.951423,36.91239,8.656244,18.33481,36.82734,20.76173,37.69636,0.2449718,28.25615,23.70219,-3.43779,0.8183297,1.07083,0.8420737,3.233244,2.565458,43.3171
174,435804.9,4718126,7.608731,3.097347,6.193311,5.63313,11.89231,10.34529,11.1188,1710.908,7.162979,36.93351,8.618338,18.3462,36.83005,20.70533,37.7322,0.2465402,28.31517,23.69364,-3.723281,0.7919229,1.046058,0.8550937,3.233227,2.488636,38.3571
175,435809.8,4718126,7.327902,2.979434,6.028525,5.445287,11.19432,9.698609,10.44646,1710.774,7.253666,36.96746,8.592934,18.35812,36.81416,20.66176,37.71292,0.2413452,28.37453,23.68711,-3.830518,0.7802111,1.018969,0.8605576,3.233193,2.455305,36.34311
176,435814.8,4718126,7.12504,2.875586,5.758517,5.253048,10.46739,8.904826,9.686108,1710.66,7.228184,37.01061,8.578487,18.37049,36.78603,20.66344,37.50589,0.2362679,28.43212,23.69025,-3.955271,0.7603107,0.9861493,0.8590292,3.233164,2.399691,33.16052
177,435819.8,4718126,6.251788,2.754405,5.184672,4.730288,9.975252,8.365262,9.170257,1710.461,7.108294,37.06535,8.5718,18.38311,36.78736,20.6864,37.34084,0.2360115,28.49355,23.7091,-4.160471,0.7147213,0.9623815,0.8517654,3.233113,2.276987,26.88082
178,435824.8,4718126,5.482804,2.668482,4.811804,4.32103,9.543411,7.858238,8.700824,1710.312,6.92439,37.12708,8.56964,18.39578,36.82951,20.7473,37.25519,0.229854,28.55744,23.74973,-4.252395,0.6823079,0.9395604,0.8403815,3.233075,2.193582,23.15346
179,435829.8,4718126,3.767205,2.440274,4.164879,3.457453,9.105026,7.256308,8.180667,1710.1,6.701906,37.1951,8.570286,18.40839,36.88683,20.84057,37.24168,0.2276785,28.62481,23.80417,-4.450756,0.6196024,0.9127887,0.8261983,3.233022,2.040804,17.34622
180,435834.8,4718126,2.935233,2.27804,3.963664,3.058979,8.459489,6.545032,7.502261,1709.963,6.46296,37.26409,8.572944,18.42084,36.91878,20.95656,37.26416,0.2261746,28.69115,23.85844,-4.447301,0.5980968,0.8751922,0.8104315,3.232987,1.990895,15.71063
181,435839.8,4718126,2.644832,2.035594,3.849053,2.84316,7.89496,5.950724,6.922842,1709.763,6.164581,37.23994,8.483365,18.44457,36.93534,21.07114,37.65978,0.2230189,28.75657,23.88513,-4.353993,0.5853539,0.8402844,0.7899036,3.232936,1.9619,14.81521
